,Label,Spotify,Title,Artist,Featured Artists,feat-string,artist-string,weav-track-prefix,Prefix formula,Genre,ISRC,GRID,source-UPC,Circle of Fifths
0,['recv68bB40bhbNHXl'],https://open.spotify.com/search/songs/Outkast%20-%20Ms%20Jackson%20,Ms Jackson,Outkast,,,Outkast,io.weav.tracks.MsJackson,MsJackson,['Hip Hop'],USAR10100783,,,0
1,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Whethan%20-%20Savage%20ft.%20Flux%20Pavilion%20,Savage,Whethan,['recjJwJm290oHWAam'],Flux Pavilion,Whethan,io.weav.tracks.Savage,Savage,['EDM'],USAT21603407,A10302B0003796223G,0075679902061,2
2,['recv68bB40bhbNHXl'],https://open.spotify.com/search/songs/Run%20DMC%20-%20It’s%20Tricky%20,It’s Tricky,Run DMC,,,Run DMC,io.weav.tracks.ItsTricky,It’sTricky,['Hip Hop'],USAR18600005,,,8
3,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/KREAM%20-%20Another%20Life%20ft.%20Mark%20Asari%20,Another Life,KREAM,['recOvVIULnlI4VeU7'],Mark Asari,KREAM,io.weav.tracks.AnotherLife,AnotherLife,['Dance'],USAT21802943,A10302B0004488087Z,0075679914248,3
4,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/The%20Knocks%20-%20Classic%20ft.%20Powers%20,Classic,The Knocks,['recqLLl5r1PhVMgCz'],Powers,The Knocks,io.weav.tracks.Classic,Classic,['Dance'],USAT21404380,A10302B0002670000S,075679909954,2
5,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Sweater%20Beats%20-%20Did%20You%20Wrong%20ft.%20MAX%20,Did You Wrong,Sweater Beats,['recZ8s5ZVWNWOOo8S'],MAX,Sweater Beats,io.weav.tracks.DidYouWrong,DidYouWrong,['EDM'],USAT21602118,A10302B0003570268J,075679906915,7
6,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/KREAM%20-%20Taped%20Up%20Heart%20ft.%20Clara%20Mae%20,Taped Up Heart,KREAM,['recgX7mmgedEVLu1O'],Clara Mae,KREAM,io.weav.tracks.TapedUpHeart,TapedUpHeart,['Pop'],USAT21602970,A10302B00037083260,075679903570,9
7,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Cash%20Cash%20-%20Aftershock%20ft.%20Jacquie%20Lee%20,Aftershock,Cash Cash,['rec0N4eduOwO3z7BU'],Jacquie Lee,Cash Cash,io.weav.tracks.Aftershock,Aftershock,['EDM'],USAT21600001,A10302B0003256081G,0075679914354,8
8,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Alex%20Newell%20-%20Basically%20Over%20You%20,Basically Over You,Alex Newell,,,Alex Newell,io.weav.tracks.BasicallyOverYou,BasicallyOverYou,['Dance'],USAT21802903,A10302B00044879620,0075678665721,7
9,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Galantis%20-%20Rich%20Boy%20,Rich Boy,Galantis,,,Galantis,io.weav.tracks.RichBoy,RichBoy,['EDM'],USAT21802930,A10302B0004488033S,075679900913,8
10,,https://open.spotify.com/search/songs/Dawn%20Richard%20-%20LA%20,LA,Dawn Richard,,,Dawn Richard,io.weav.tracks.LA,LA,['Pop'],GB2DZ1600029,,,10
11,['recYiOnj3tGbMVNGA'],https://open.spotify.com/search/songs/OMI%20-%20Cheerleader%20(Felix%20Jaehn%20remix)%20,Cheerleader (Felix Jaehn remix),OMI,,,OMI,io.weav.tracks.Cheerleader,Cheerleader(FelixJaehnremix),['EDM'],USQX91500448,,,4
12,['recYiOnj3tGbMVNGA'],https://open.spotify.com/search/songs/Era%20Istrefi%20-%20Bonbon%20,Bonbon,Era Istrefi,,,Era Istrefi,io.weav.tracks.Bonbon,Bonbon,['Pop'],USUS11600249,,,9
13,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/D.R.A.M.%20-%20Broccoli%20ft.%20Lil%20Yachty%20,Broccoli,D.R.A.M.,['recYIYTumM0SBoHqD'],Lil Yachty,D.R.A.M.,io.weav.tracks.Broccoli,Broccoli,['Hip Hop'],USAT21603388,A10302B0003794681X,,8
14,['reck54yvjXCR59Dp7'],https://open.spotify.com/search/songs/St.%20Lucia%20-%20Physical%20,Physical,St. Lucia,,,St. Lucia,io.weav.tracks.Physical,Physical,['Pop'],USSM11507976,,,1
15,['reck54yvjXCR59Dp7'],https://open.spotify.com/search/songs/No%20Wyld%20-%20Grown%20Up%20,Grown Up,No Wyld,,,No Wyld,io.weav.tracks.GrownUp,GrownUp,['Pop'],USSM11607593,,,6
16,['reck54yvjXCR59Dp7'],https://open.spotify.com/search/songs/No%20Wyld%20-%20Let%20Me%20Know%20,Let Me Know,No Wyld,,,No Wyld,io.weav.tracks.LetMeKnow,LetMeKnow,['EDM'],USSM11504788,,,1
17,['rec4nmnyhegc94kEf'],https://open.spotify.com/search/songs/Little%20Boots%20-%20No%20Pressure%20,No Pressure,Little Boots,,,Little Boots,io.weav.tracks.NoPressure,NoPressure,['Pop'],GBVHV1500017,A10302B0003044785S,812339022277,5
18,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Matoma%20Becky%20Hill%20-%20False%20Alarm%20,False Alarm,Matoma,,,Matoma & Becky Hill,io.weav.tracks.FalseAlarm,FalseAlarm,['Pop'],GBAYE1800627,A10302B0004489894V,190295933746,9
19,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Clean%20Bandit%20-%20Rockabye%20ft.%20Sean%20Paul%20Anne-Marie%20,Rockabye,Clean Bandit,"['rec0OhP3WzOn6Li9i', 'recbNY14xsa8NyiEG']",Sean Paul & Anne-Marie,Clean Bandit,io.weav.tracks.Rockabye,Rockabye,['Pop'],GBAHS1800467,A10302B0004489886V,,0
20,['recm5D6qhR0T7FxnU'],https://open.spotify.com/search/songs/Shawn%20Hook%20-%20Sound%20Of%20Your%20Heart%20,Sound Of Your Heart,Shawn Hook,,,Shawn Hook,io.weav.tracks.SoundOfYourHeart,SoundOfYourHeart,['Pop'],,,,3
21,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Icona%20Pop%20-%20Brightside%20,Brightside,Icona Pop,,,Icona Pop,io.weav.tracks.Brightside,Brightside,['Dance'],USAT21802940,A10302B00044880846,075679905260,3
22,['recbv9WpJwr7YbkGD'],https://open.spotify.com/search/songs/New%20Reign%20Arjun%20-%20The%20Night%20,The Night,New Reign,,,New Reign & Arjun,io.weav.tracks.TheNight,TheNight,['Pop'],,,,8
23,['recbv9WpJwr7YbkGD'],https://open.spotify.com/search/songs/New%20Reign%20Shaqdi%20-%20What%20You%20Waiting%20For%20,What You Waiting For,New Reign,,,New Reign & Shaqdi,io.weav.tracks.WhatYouWaitingFor,WhatYouWaitingFor,['Pop'],,,,9
24,['recbv9WpJwr7YbkGD'],https://open.spotify.com/search/songs/JD%20Reid%20Ownglow%20-%20Run%20It%20,Run It,JD Reid,,,JD Reid & Ownglow,io.weav.tracks.RunIt,RunIt,['Dance'],,,,7
25,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Icona%20Pop%20-%20I%20Love%20It%20ft.%20Charli%20XCX%20,I Love It,Icona Pop,['reci1zsTplbLGuIyB'],Charli XCX,Icona Pop,io.weav.tracks.ILoveIt,ILoveIt,['Pop'],USAT21202802,A10302B0001643973G,075679952363,8
26,['recbv9WpJwr7YbkGD'],https://open.spotify.com/search/songs/Rising%20Seas%20-%20Your%20Love%20,Your Love,Rising Seas,,,Rising Seas,io.weav.tracks.YourLove,YourLove,['Dance'],,,,10
27,['recm5D6qhR0T7FxnU'],https://open.spotify.com/search/songs/Bea%20Miller%20-%20Dracula%20,Dracula,Bea Miller,,,Bea Miller,io.weav.tracks.Dracula,Dracula,['Pop'],,,,2
28,['recm5D6qhR0T7FxnU'],https://open.spotify.com/search/songs/Bea%20Miller%20-%20Fire%20N%20Gold%20,Fire N Gold,Bea Miller,,,Bea Miller,io.weav.tracks.FireNGold,FireNGold,['Pop'],,,,6
29,['recm5D6qhR0T7FxnU'],https://open.spotify.com/search/songs/Olivia%20Holt%20-%20History%20,History,Olivia Holt,,,Olivia Holt,io.weav.tracks.History,History,['Pop'],,,,7
30,['recm5D6qhR0T7FxnU'],https://open.spotify.com/search/songs/Morgxn%20-%20Home%20,Home,Morgxn,,,Morgxn,io.weav.tracks.Home-Morgxn,Home,['Pop'],,,,5
31,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Galantis%20ROZES%20-%20Girls%20On%20Boys%20,Girls On Boys,Galantis,,,Galantis & ROZES,io.weav.tracks.GirlsOnBoys,GirlsOnBoys,['EDM'],USAT21802937,A10302B0004488042Q,075678659706,5
32,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Galantis%20-%20Hunter%20,Hunter,Galantis,,,Galantis,io.weav.tracks.Hunter,Hunter,['EDM'],USAT21802927,A10302B0004488030Y,075678659706,0
33,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Galantis%20Throttle%20-%20Tell%20Me%20You%20Love%20Me%20,Tell Me You Love Me,Galantis,,,Galantis & Throttle,io.weav.tracks.TellMeYouLoveMe,TellMeYouLoveMe,['EDM'],USAT21702356,A10302B00041280247,075678659706,11
34,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Galantis%20Hook%20N%20Sling%20-%20Love%20On%20Me%20,Love On Me,Galantis,,,Galantis & Hook N Sling,io.weav.tracks.LoveOnMe,LoveOnMe,['EDM'],USAT21802936,A10302B0004488040U,075678659706,4
35,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Galantis%20-%20No%20Money%20,No Money,Galantis,,,Galantis,io.weav.tracks.NoMoney,NoMoney,['EDM'],USAT21802928,A10302B0004488031W,075678659706,3
36,['reczKOd5S6x8c4Dty'],https://open.spotify.com/search/songs/Ost%20Meyer%20vs.%20Stage%20Rockers%20-%20Make%20It%20High%20,Make It High,Ost & Meyer vs. Stage Rockers,,,Ost & Meyer vs. Stage Rockers,io.weav.tracks.MakeItHigh,MakeItHigh,['Dance'],,,,2
37,['reczKOd5S6x8c4Dty'],https://open.spotify.com/search/songs/APEK%20-%20Supernatural%20ft.%20Stassi%20,Supernatural,APEK,['recOIDkfCQiPQsLAj'],Stassi,APEK,io.weav.tracks.Supernatural,Supernatural,['EDM'],,,,7
38,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Galantis%20-%20Runaway%20(U%20I)%20,Runaway (U & I),Galantis,,,Galantis,io.weav.tracks.RunAway,Runaway(U&I),['EDM'],USAT21802932,A10302B0004488034Q,075678666063,7
39,['recbv9WpJwr7YbkGD'],https://open.spotify.com/search/songs/Sound%20Collective%20-%20Bass%20Drive%20,Bass Drive,Sound Collective,,,Sound Collective,io.weav.tracks.BassDrive,BassDrive,['Dance'],,,,4
40,['recbv9WpJwr7YbkGD'],https://open.spotify.com/search/songs/Mullaha%20-%20Evolving%20,Evolving,Mullaha,,,Mullaha,io.weav.tracks.Evolving,Evolving,['Dance'],,,,0
41,['recbv9WpJwr7YbkGD'],https://open.spotify.com/search/songs/Beatchimp%20-%20Recently%20,Recently,Beatchimp,,,Beatchimp,io.weav.tracks.Recently,Recently,['Pop'],,,,4
42,['recbv9WpJwr7YbkGD'],https://open.spotify.com/search/songs/Jungle%20Fire%20-%20Firewalker%20,Firewalker,Jungle Fire,,,Jungle Fire,io.weav.tracks.Firewalker,Firewalker,['Latin'],,,,10
43,['recbv9WpJwr7YbkGD'],https://open.spotify.com/search/songs/Rising%20Seas%20-%20Game%20Playin'%20,Game Playin',Rising Seas,,,Rising Seas,io.weav.tracks.GamePlayin,GamePlayin',['Dance'],,,,9
44,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Troyboi%20-%20And%20Wot%20,And Wot,Troyboi,,,Troyboi,io.weav.tracks.AndWot,AndWot,['Dance'],GBAYE1800628,A10302B0004489933E,190295977771,5
45,['recYiOnj3tGbMVNGA'],https://open.spotify.com/search/songs/Alina%20Baraz%20Galimatias%20-%20Make%20You%20Feel%20,Make You Feel,Alina Baraz,,,Alina Baraz & Galimatias,io.weav.tracks.MakeYouFeel,MakeYouFeel,['RnB'],USUS11500011,,,5
46,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Galantis%20-%20True%20Feeling%20,True Feeling,Galantis,,,Galantis,io.weav.tracks.TrueFeeling,TrueFeeling,['EDM'],USAT21802934,A10302B0004488037K,075678659706,4
47,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Galantis%20-%20Hey%20Alligator%20,Hey Alligator,Galantis,,,Galantis,io.weav.tracks.HeyAlligator,HeyAlligator,['EDM'],USAT21802926,A10302B0004488029K,075678659706,8
48,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Galantis%20-%20Salvage%20(Up%20All%20Night)%20ft.%20Poo%20Bear%20,Salvage (Up All Night),Galantis,['recPlQ0kO0uBHhFm5'],Poo Bear,Galantis,io.weav.tracks.Salvage,Salvage(UpAllNight),['EDM'],USAT21702355,A10302B00041280239,075678659706,1
49,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Galantis%20-%20Hello%20,Hello,Galantis,,,Galantis,io.weav.tracks.Hello,Hello,['EDM'],USAT21802925,A10302B0004488028M,075678659706,11
50,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Galantis%20-%20Written%20In%20The%20Scars%20ft.%20Wrabel%20,Written In The Scars,Galantis,['recirOilJdhAy7hZJ'],Wrabel,Galantis,io.weav.tracks.WrittenInTheScars,WrittenInTheScars,['EDM'],USAT21702358,A10302B00041280263,075678659706,9
51,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Galantis%20-%20Call%20Me%20Home%20,Call Me Home,Galantis,,,Galantis,io.weav.tracks.CallMeHome,CallMeHome,['EDM'],USAT21802924,A10302B00044880105,075678659706,5
52,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Galantis%20-%20Pillow%20Fight%20,Pillow Fight,Galantis,,,Galantis,io.weav.tracks.PillowFight,PillowFight,['EDM'],USAT21802929,A10302B0004488032U,075678659706,4
53,['recbv9WpJwr7YbkGD'],https://open.spotify.com/search/songs/Eddy%20Atlantis%20-%20Tell%20U%20Wassup%20,Tell U Wassup,Eddy Atlantis,,,Eddy Atlantis,io.weav.tracks.TellUWassup,TellUWassup,['RnB'],,,,6
54,['recN4sr9hfZeCWW9Z'],https://open.spotify.com/search/songs/BOSCO%20-%20Castles%20ft.%20St.%20Beauty%20,Castles,BOSCO,['recpuZHwlV0TDXSF4'],St. Beauty,BOSCO,io.weav.tracks.Castles,Castles,['Pop'],,,,8
55,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Clean%20Bandit%20-%20Symphony%20ft.%20Zara%20Larsson%20,Symphony,Clean Bandit,['recI53UZVXVDCrQ3O'],Zara Larsson,Clean Bandit,io.weav.tracks.Symphony,Symphony,['Pop'],GBAHS1700390,A10302B00039936333,190295793623,9
56,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Icona%20Pop%20-%20Emergency%20,Emergency,Icona Pop,,,Icona Pop,io.weav.tracks.Emergency,Emergency,['Pop'],USAT21802941,A10302B00044880854,075679923707,7
57,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/KREAM%20-%20Drowning%20ft.%20Clara%20Mae%20,Drowning,KREAM,['recgX7mmgedEVLu1O'],Clara Mae,KREAM,io.weav.tracks.Drowning,Drowning,['EDM'],USAT21802945,A10302B0004488088X,,9
58,['recUWGxmWKCEVnjR5'],https://open.spotify.com/search/songs/Rudimental%20-%20Feel%20The%20Love%20ft.%20John%20Newman%20,Feel The Love,Rudimental,['recxxcCNyfMVmbFxE'],John Newman,Rudimental,io.weav.tracks.FeelTheLove,FeelTheLove,['Pop'],GBAHS1200176,A10302B0001608559Q,5053105298556,7
59,['recUWGxmWKCEVnjR5'],https://open.spotify.com/search/songs/Rudimental%20-%20Lay%20It%20All%20On%20Me%20ft.%20Ed%20Sheeran%20,Lay It All On Me,Rudimental,['recR18bwsDT4Xit1k'],Ed Sheeran,Rudimental,io.weav.tracks.LayItAllOnMe,LayItAllOnMe,['Dance'],GBAHS1500529,A10302B0003200275U,825646505753,6
60,['recUWGxmWKCEVnjR5'],https://open.spotify.com/search/songs/Rudimental%20-%20Sun%20Comes%20Up%20ft.%20James%20Arthur%20,Sun Comes Up,Rudimental,['recUMCTgV3ZspKwo5'],James Arthur,Rudimental,io.weav.tracks.SunComesUp,SunComesUp,['Pop'],GBAHS1800472,A10302B0004489930K,190295614744,10
61,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Clean%20Bandit%20-%20Rather%20Be%20ft.%20Jess%20Glynne%20,Rather Be,Clean Bandit,['rec5sJmHNiBWSXZnU'],Jess Glynne,Clean Bandit,io.weav.tracks.RatherBe,RatherBe,['Pop'],GBAHS1300498,A10302B0002354348B,825646317356,5
62,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/The%20Knocks%20-%20Kiss%20The%20Sky%20ft.%20Wyclef%20Jean%20,Kiss The Sky,The Knocks,['recxEKZvQwhhjyvXJ'],Wyclef Jean,The Knocks,io.weav.tracks.KissTheSky,KissTheSky,['EDM'],USAT21503981,A10302B0003216735Q,075679915382,11
63,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/The%20Knocks%20-%20TROUBLE%20ft.%20Absofacto%20,TROUBLE,The Knocks,['recGkJnQQVT3TN4eV'],Absofacto,The Knocks,io.weav.tracks.Trouble,TROUBLE,['Dance'],USAT21802952,A10302B0004488097V,075679901736,4
64,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Cash%20Cash%20-%20All%20My%20Love%20ft.%20Conor%20Maynard%20,All My Love,Cash Cash,['recRNgee7G0etQnSt'],Conor Maynard,Cash Cash,io.weav.tracks.AllMyLove,AllMyLove,['EDM'],USAT21701770,A10302B00040907105,075679892201,2
65,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/BLVK%20JVCK%20-%20Mine%20Luv%20ft.%20H.E.R.%20,Mine Luv,BLVK JVCK,['recEiUzzR9GhHw25t'],H.E.R.,BLVK JVCK,io.weav.tracks.MineLuv,MineLuv,['EDM'],USAT21705301,A10302B00043259976,075679879707,3
66,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Icona%20Pop%20-%20All%20Night%20,All Night,Icona Pop,,,Icona Pop,io.weav.tracks.AllNight,AllNight,['EDM'],USAT21802939,A10302B0004488048E,075678683237,4
67,['recm5D6qhR0T7FxnU'],https://open.spotify.com/search/songs/Selena%20Gomez%20The%20Scene%20-%20Love%20You%20Like%20A%20Love%20Song%20,Love You Like A Love Song,Selena Gomez,,,Selena Gomez & The Scene,io.weav.tracks.LoveYouLikeALoveSong,LoveYouLikeALoveSong,['Pop'],,,,4
68,['recm5D6qhR0T7FxnU'],https://open.spotify.com/search/songs/Demi%20Lovato%20-%20Cool%20for%20the%20Summer%20,Cool for the Summer,Demi Lovato,,,Demi Lovato,io.weav.tracks.CoolForTheSummer,CoolfortheSummer,['Pop'],,,,9
69,['rechWNKz4qe4KXCro'],https://open.spotify.com/search/songs/Petit%20Biscuit%20-%20Waterfall%20ft.%20Panama%20,Waterfall,Petit Biscuit,['recE1000xXF82O6UJ'],Panama,Petit Biscuit,io.weav.tracks.Waterfall,Waterfall,['Dance'],,,,0
70,['rechWNKz4qe4KXCro'],https://open.spotify.com/search/songs/Petit%20Biscuit%20-%20Problems%20ft.%20Lido%20,Problems,Petit Biscuit,['recZfxYUsCrIWob3g'],Lido,Petit Biscuit,io.weav.tracks.Problems,Problems,['Dance'],,,,4
71,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Clara%20Mae%20-%20I'm%20Not%20Her%20,I'm Not Her,Clara Mae,,,Clara Mae,io.weav.tracks.ImNotHer,I'mNotHer,['EDM'],USAT21802923,A10302B00044880050,075679881762,2
72,,https://open.spotify.com/search/songs/EMF%20-%20Unbelievable%20,Unbelievable,EMF,,,EMF,io.weav.tracks.Unbelievable,Unbelievable,['Pop/Rock'],,,,8
73,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/A%20R%20I%20Z%20O%20N%20A%20-%20I%20Was%20Wrong%20,I Was Wrong,A R I Z O N A,,,A R I Z O N A,io.weav.tracks.IWasWrong,IWasWrong,['Pop'],USAT21802902,A10302B00044879611,075679914392,6
74,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/A%20R%20I%20Z%20O%20N%20A%20-%20Electric%20Touch%20,Electric Touch,A R I Z O N A,,,A R I Z O N A,io.weav.tracks.ElectricTouch,ElectricTouch,['Pop'],USAT21802901,A10302B00044879603,075679899477,0
75,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Trey%20Songz%20-%20Nobody%20Else%20But%20You%20,Nobody Else But You,Trey Songz,,,Trey Songz,io.weav.tracks.NobodyElseButYou,NobodyElseButYou,['Hip Hop'],USAT21802954,A10302B00044881001,075679900487,9
76,['reczKOd5S6x8c4Dty'],https://open.spotify.com/search/songs/Venomenal%20-%20Run%20ft.%20Oumnia%20,Run,Venomenal,['recTpW6CH5OG5eqNb'],Oumnia,Venomenal,io.weav.tracks.Run,Run,['EDM'],,,,4
77,['reczKOd5S6x8c4Dty'],https://open.spotify.com/search/songs/Andy%20Bianchini%20Mick%20Mazoo%20-%20Next%20To%20Me%20,Next To Me,Andy Bianchini,,,Andy Bianchini & Mick Mazoo,io.weav.tracks.NextToMe,NextToMe,['EDM'],,,,5
78,['recltmkAXjxvmxMTh'],https://open.spotify.com/search/songs/Portugal.%20The%20Man%20-%20Feel%20It%20Still%20,Feel It Still,Portugal. The Man,,,Portugal. The Man,io.weav.tracks.FeelItStill,FeelItStill,['Pop'],USAT21802947,A10302B00044880918,075679899156,4
79,['recltmkAXjxvmxMTh'],https://open.spotify.com/search/songs/Portugal.%20The%20Man%20-%20Live%20In%20The%20Moment%20,Live In The Moment,Portugal. The Man,,,Portugal. The Man,io.weav.tracks.LiveInTheMoment,LiveInTheMoment,['Pop'],USAT21802948,A10302B00044880926,075679874535,4
80,['reczKOd5S6x8c4Dty'],https://open.spotify.com/search/songs/Disco%20Fries%20-%20U%20Make%20Me%20ft.%20Raquel%20Castro%20,U Make Me,Disco Fries,['recC0lpBoh0dzfQbP'],Raquel Castro,Disco Fries,io.weav.tracks.UMakeMe,UMakeMe,['EDM'],,,,10
81,['reczKOd5S6x8c4Dty'],https://open.spotify.com/search/songs/Maxim%20Schunk%20x%20Raven%20Kreyn%20-%20My%20Name%20ft.%20BISHØP%20,My Name,Maxim Schunk x Raven & Kreyn,['recGRTKQ1LxPU11xG'],BISHØP,Maxim Schunk x Raven & Kreyn,io.weav.tracks.MyName,MyName,['EDM'],,,,0
82,['reczKOd5S6x8c4Dty'],https://open.spotify.com/search/songs/APEK%20MAXR%20-%20Crawl%20ft.%20Denny%20White%20,Crawl,APEK,['recGyH8NYbwZ9V50l'],Denny White,APEK & MAXR,io.weav.tracks.Crawl,Crawl,['EDM'],,,,7
83,['reczKOd5S6x8c4Dty'],https://open.spotify.com/search/songs/VENIICE%20-%20Getting%20Closer%20ft.%20Danyka%20Nadeau%20,Getting Closer,VENIICE,['recQjaLlcdbFRCPQW'],Danyka Nadeau,VENIICE,io.weav.tracks.GettingCloser,GettingCloser,['EDM'],,,,8
84,['reczKOd5S6x8c4Dty'],https://open.spotify.com/search/songs/VENIICE%20-%20Lost%20ft.%20Alice%20Berg%20,Lost,VENIICE,['recO8zG2iZ1NXY1fV'],Alice Berg,VENIICE,io.weav.tracks.Lost,Lost,['EDM'],,,,8
85,['reczKOd5S6x8c4Dty'],https://open.spotify.com/search/songs/BEAUZ%20Medii%20-%20Without%20You%20ft.%20Lenii%20,Without You,BEAUZ,['recAeEqGoJAzZNAdj'],Lenii,BEAUZ & Medii,io.weav.tracks.WithoutYou,WithoutYou,['EDM'],,,,11
86,['reczKOd5S6x8c4Dty'],https://open.spotify.com/search/songs/JES%20Joonas%20Hahmo%20JS16%20-%20The%20One%20,The One,JES,,,JES & Joonas Hahmo & JS16,io.weav.tracks.TheOne,TheOne,['EDM'],,,,6
87,"['recDeYC49XtkDaT5n', 'recrrM1ePG4s1a7a9']",https://open.spotify.com/search/songs/Allie%20X%20-%20Paper%20Love%20,Paper Love,Allie X,,,Allie X,io.weav.tracks.PaperLove,PaperLove,['Pop'],,,,4
88,['reczKOd5S6x8c4Dty'],https://open.spotify.com/search/songs/Noah%20Neiman%20-%20Push%20,Push,Noah Neiman,,,Noah Neiman,io.weav.tracks.Push,Push,['EDM'],,,,5
89,['reck54yvjXCR59Dp7'],https://open.spotify.com/search/songs/Quinn%20XCII%20-%20What%20The%20Hell%20Happened%20To%20Us%20ft.%20Kailee%20Morgue%20,What The Hell Happened To Us,Quinn XCII,['recetadTf7MwcB3H5'],Kailee Morgue,Quinn XCII,io.weav.tracks.WhattheHell,WhatTheHellHappenedToUs,['Pop'],USSM11800516,,,5
90,['reck54yvjXCR59Dp7'],https://open.spotify.com/search/songs/Quinn%20XCII%20-%20Straightjacket%20,Straightjacket,Quinn XCII,,,Quinn XCII,io.weav.tracks.Straightjacket,Straightjacket,['Pop'],USSM11707427,,,10
91,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Clean%20Bandit%20-%20Solo%20ft.%20Demi%20Lovato%20,Solo,Clean Bandit,['reckhJ7LPqBTgcRjp'],Demi Lovato,Clean Bandit,io.weav.tracks.Solo,Solo,['Pop'],GBAHS1800328,A10302B00044428070,190295624286,2
92,['rechDxvy8NgTayPUY'],https://open.spotify.com/search/songs/Enrique%20Iglesias%20-%20Move%20To%20Miami%20ft.%20Pitbull%20,Move To Miami,Enrique Iglesias,['recNz4PyBi2eVaHEN'],Pitbull,Enrique Iglesias,io.weav.tracks.MoveToMiami,MoveToMiami,['Latin'],USRC11802524,,,9
93,['recbv9WpJwr7YbkGD'],https://open.spotify.com/search/songs/Luminaries%20-%20Close%20To%20You%20,Close To You,Luminaries,,,Luminaries,io.weav.tracks.CloseToYou,CloseToYou,['Dance'],,,,9
94,['rec3rpVUm8SZhWZtn'],https://open.spotify.com/search/songs/Gel%20Set%20-%20Bounce%20,Bounce,Gel Set,,,Gel Set,io.weav.tracks.Bounce,Bounce,['Dance'],,,,10
95,['recZTT9OzIEpRyPj4'],https://open.spotify.com/search/songs/Blue%20Lab%20Beats%20-%20My%20Dream%20ft.%20James%20Vickery%20,My Dream,Blue Lab Beats,['recZbF66O4JKtlKX7'],James Vickery,Blue Lab Beats,io.weav.tracks.MyDream,MyDream,['Hip Hop'],,,,11
96,['recZTT9OzIEpRyPj4'],https://open.spotify.com/search/songs/Blue%20Lab%20Beats%20-%20Pineapple%20ft.%20Moses%20Boyd%20Nérija%20,Pineapple,Blue Lab Beats,"['recQDdzOPLNfGWBp8', 'recdHs3OAmRz9Cvkd']",Moses Boyd & Nérija,Blue Lab Beats,io.weav.tracks.Pineapple,Pineapple,['Hip Hop'],,,,1
97,['recZTT9OzIEpRyPj4'],https://open.spotify.com/search/songs/Blue%20Lab%20Beats%20-%20Oooo%20La%20La%20ft.%20Kaidi%20Akinnibi%20,Oooo La La,Blue Lab Beats,['recrohJtho1Y8kX5C'],Kaidi Akinnibi,Blue Lab Beats,io.weav.tracks.OoooLaLa,OoooLaLa,['Hip Hop'],,,,5
98,['recm5D6qhR0T7FxnU'],https://open.spotify.com/search/songs/Olivia%20Holt%20-%20Generous%20,Generous,Olivia Holt,,,Olivia Holt,io.weav.tracks.Generous,Generous,['Pop'],,,,4
